"city","County","State","zip","x","y"
"Beatrice","Gage","Nebraska","68310","-96.744049","40.264693"
"Calumet","Houghton","Michigan","49913","-88.4525322","47.2453755"
"Calumet","Houghton","Michigan","49913","-88.451014","47.245445"
"Clinton","Hinds","Mississippi","39056","-90.3305856","32.3396619"
"Delware","Delaware","Ohio","43015","-83.0672","40.3055"
"Freemont","","Nebraska","68026","-96.5051","41.7309"
"Dyersburg","Dyer","Tennessee","38024","-89.389327","36.03065"
"Elyria","","Ohio","44035","-82.1066","41.3675"
"Nashua","Hillsborough","New Hampshire","03060","-71.4664","42.7635"
"Gaithersburg","Montgomery","Maryland","20878","-77.23881","39.121903"
"Chattanooga","Hamilton","Tennessee","37408","-85.3035113","35.0347171"
"Ripley","Tippah","Mississippi","38663","-88.9496","34.7279"
"Dwight","Livingston","Illinois","60420","-88.426938","41.092872"
"Medicine Lodge","Barber","Kansas","67104","-98.5793149","37.281811"
"Gaithersburg","Montgomery","Maryland","20878","-77.238736","39.121704"
"Washington","Washington","Pennsylvania","15301","-80.245","40.169"
"Placerville","El Dorado","California","95667","-120.8012","38.72897"
"Jennings","Jefferson Davis","Louisiana","70546","-92.657999","30.223516"
"Philipsburg","Centre County","Pennsylvania","","-78.1925","40.8936"
"Chanute","Neosho","Kansas","66720","-95.4504829","37.6817937"
"Aledo","Mercer","Illinois","61231","-90.749087","41.200397"
"OLNEY","Richland","Illinois","62450","-88.0836305556","38.7311638889"
"Steamboat Springs","Routt","Colorado","","-106.832","40.4849"
"Greenfield","Adair","Iowa","50849","-94.4613","41.3049"
"Hanford","Kings","California","93230","-119.6472532","36.3263829"
"Maple Shade ","Burlington","New Jersey","08052","-75.001726","39.955443"
"Randolph","Norfolk","Massachusetts","02368","-71.0496975","42.1769389"
"roselle","DuPage","Illinois","60172","-88.071299","41.981323"
"Carrolton","Carroll","Missouri","64633","-93.496054","39.359239"
"Columbia","Richland","South Carolina","29201","-81.0357","34.0054"
"Marshfield","Wood","Wisconsin","54449","-90.1768","44.6612"
"Newnan","","Georgia","30263","-84.8008","33.3721"
"Paris","Edgar","Illinois","60420","-87.6949","39.6131"
"Portsmouth","","Ohio","45662","-82.9966","38.7341"
"Roswell","Chaves","New Mexico","","-104.521394","33.396694"
"Murfreesboro","Rutherford","Tennessee","37130","-86.39027","35.8456213"
"South Orange","Essex","New Jersey","07079","-74.260122","40.745452"
"Rapid City","Pennington","South Dakota","57701","-103.225874","44.081249"
"Statesboro ","Bulloch","Georgia","30458","-81.782923","32.448625"
"Wadsworth","Medina","Ohio","44281","-81.7284945","41.0239638"
"Woodbury","Gloucester","New Jersey","08096","-75.1500467","39.8367003"
"Woodstock","Cherokee","Georgia","30188","-84.5202979","34.1001595"
"Wooster","Wayne","Ohio","44691","-81.9454","40.7976"
"Libertyville","Lake","Illinois","60048","-87.955073","42.286858"
"Alexander City","Tallapoosa","Alabama","35010","-85.9547","32.9446"
"Maitland","Orange","Florida","","-81.3671","28.6212"
"Hartville","Stark","Ohio","44632","-81.2792","40.9549"
"Makawao","","Hawaii","96768","-156.311","20.8545"
"Kapolei","Honolulu","Hawaii","96707","-158.070177","21.328806"
"Waianae","Honolulu","Hawaii","96792","-158.182357","21.451627"
"Honolulu","Honolulu","Hawaii","96822","-157.836433","21.303969"
"Pahoa","Hawaii","Hawaii","96778","-154.971986","19.536657"
"Lucas","Lucas","Ohio","","-82.401","40.6428"
"Brooklyn","Kings","New York","11233","-73.928182","40.679971"
"Malden","Middlesex","Massachusetts","02148","-71.072949","42.427044"
"Malibu","Los Angeles","California","90265","-118.69","34.036"
"Malone","Franklin","New York","12953","-74.327326","44.847775"
"Ballston Spa","Saratoga","New York","12020","-73.789594","42.976901"
"Malvern","Hot Spring","Arkansas","72104","-92.991","34.469"
"Mamaroneck","Westchester","New York","10543","-73.734653","40.948086"
"Mammoth Lake","INYO","California","","-118.982","37.629"
"Mammoth Lake","Mono","California","","-118.976","37.6483"
"Hilo","Hawaii","Hawaii","96720","-155.086","19.7226"
"Manchester","Washtenaw","Michigan","48158","-84.0333","42.1568"
"Manakin-Sabot","Goochland","Virginia","23103","-77.685336","37.671905"
"Mancelona","Antrim","Michigan","49659","-85.059364","44.90273"
"Manchester","Hartford","Connecticut","06040","-72.5688","41.7622"
"Manchester","Delaware","Iowa","52057","-91.4543","42.484"
"Manchester","Hartford","Connecticut","06040","-72.5205","41.7675"
"Manchester ","Hillsborough","New Hampshire","03105","-71.459973","42.99272"
"Manchester","Coffee","Tennessee","37355","-86.087634","35.482998"
"Mancos","Montezuma","Colorado","81328","-108.288","37.3479"
"Mandan","Morton","North Dakota","58554","-100.911","46.8836"
"Jacksonville","Duval","Florida","32259","-81.6259","30.1853"
"Mandeville","St. Tammany","Louisiana","70448","-90.0648","30.3618"
"Stoughton","Dane","Wisconsin","53589","-89.217966","42.911655"
"Mangum","","Oklahoma","73554","-99.5674","34.8713"
"Manhattan Beach","Los Angeles","California","90266","-118.409","33.8869"
"Manhattan","Gallatin","Montana","59741","-111.333325","45.856793"
"Manistee","Manistee","Michigan","49660","-86.323251","44.249244"
"Manistique","Schoolcraft","Michigan","49854","-86.244049","45.960428"
"Manitou Springs","El Paso","Colorado","80829","-104.912813","38.858322"
"Manitowoc ","Manitowoc","Wisconsin","54220","-87.657155","44.091503"
"Mankato","Blue Earth","Minnesota","56001","-93.950658","44.169482"
"Manlius","Onondaga","New York","","-75.9842","43.0038"
"Manning","Clarendon","South Carolina","29102","-80.2121","33.6892"
"Honolulu","Honolulu","Hawaii","96826","-157.808238","21.313005"
"Mansfield","Bristol","Massachusetts","02048","-71.218","42.0264"
"Mansfield","Sebastian","Arkansas","72944","-94.250565","35.060103"
"Mansfield","Tioga","Pennsylvania","16933","-77.0768661797","41.8072801083"
"Mansfield ","Tarrant","Texas","76063","-97.14116","32.565278"
"Manson","Chelan","Washington","98831","-120.155979","47.884784"
"Manson","Calhoun","Iowa","50563","-94.5341421","42.5291439"
"Manteca","San Joaquin","California","95337","-121.2198502","37.7977403"
"Manteno","Kankakee","Illinois","60950","-87.835283","41.248793"
"Many","Sabine Parish","Louisiana","","-93.4841","31.5688"
"Manzanita","Tillamook","Oregon","97130","-123.933613","45.71896"
"Maple Lake","Wright","Minnesota","","-93.9707","45.2237"
"Maple Valley","King","Washington","98038","-122.0214758","47.3715214"
"Maplewood","Essex","New Jersey","07040","-74.2724","40.7205"
"Maquoketa","Jackson","Iowa","52060","-90.6504386","42.0690815"
"Los Angeles","Los Angeles","California","90066","-118.431172","34.00386"
"Marana","Pima","Arizona","85653","-111.212487","32.45092"
"Bronx","Bronx","New York","10034","-73.866667","40.85"
"Knoxville","Knox","Tennessee","37920","-83.876818","35.896958"
"Marblehead","Essex","Massachusetts","01945","-70.861848","42.49906"
"Marceline ","Linn","Missouri","64658","-92.9482526","39.7119703"
"City of Marco Island","Collier","Florida","34145","-81.72605","25.951948"
"Marengo","","Illinois","60152","-88.6121","42.2495"
"margate","Atlantic","New Jersey","08402","-74.5203","39.3231"
"Indianapolis","Marion","Indiana","46222","-86.200018","39.820815"
"Arivaca","Pima","Arizona","85601","-111.307724","31.6151821"
"Marianna ","Jackson","Florida","32446","-85.225285","30.775235"
"Marianna","Lee","Arkansas","72368","-90.758","34.7646"
"Marietta","Lancaster","Pennsylvania","17547","-76.54646","40.05722"
"MARIETTA","Cobb","Georgia","30060","-84.549494","33.953194"
"Redding","Shasta","California","","-122.354608","40.581383"
"Larkspur","","California","94939","-122.508","37.9454"
"Marina","Monterey","California","93933","-121.797645","36.687008"
"Wakefield","Washington","Rhode Island","02879","-71.4952","41.4289"
"Marine City","St. Clair","Michigan","48039","-82.501097","42.71615"
"Marinette","Marinette","Wisconsin","54143","-87.6279","45.0985"
"San Rafael","Marin","California","94903","-122.539671","38.033059"
"Marion","Smyth","Virginia","24354","-81.518052","36.832647"
"Mullins","Marion","South Carolina","29574","-79.1937","34.1885"
"Hamilton","Marion","Alabama","35570","-88.0195734","34.1562757"
"Marion","Linn","Iowa","52302","-91.5992576","42.033294"
"Marion","Williamson","Illinois","62959","-88.9305","37.7308"
"Marion","Marion","Ohio","43302","-83.07008","40.58288"
"Marion","Grant","Indiana","46953","-85.676091","40.546438"
"Marion  ","Williamson","Illinois","62959","-88.9569253","37.7297887"
"Mariposa","Mariposa","California","95338","-119.9664","37.48441"
"LaPorte","LaPorte","Indiana","46350","-86.7849","41.6903"
"York","York","Pennsylvania","17401","-76.7363","39.9593"
"Columbus","","Ohio","43210","-83.0082","40.0006"
"Scottsdale","Maricopa","Arizona","85250","-111.89","33.6734"
"Arvada","Jefferson County","Colorado","","-105.1","39.7897"
"Akron","Summit","Ohio","44308","-81.520422","41.079982"
"Philadelphia ","Philadelphia","Pennsylvania","19118","-75.2030576","40.0741932"
"Richland","Benton","Washington","99352","-119.274231","46.27525"
"Myrtle Beach ","Horry","South Carolina","29577","-78.9390094","33.6699343"
"New Springfield","Mahoning","Ohio","44443","-80.6061","40.9172"
"Marcellus","Onondaga","New York","13108","-76.3358","42.9753"
"Hagerstown","Washington","Maryland","21740","-77.7202753","39.6420483"
"Yuma","Yuma","Arizona","85365","-114.594","32.6854"
"University City","St. Louis","Missouri","63130","-90.3328","38.6589"
"Oshkosh","Winnebago","Wisconsin","54901","-88.557509","44.0053166"
"Ferryville","Crawford","Wisconsin","54628","-91.097","43.363"
"Sartell","Stearns","Minnesota","56377","-94.228835","45.621872"
"Fort Dodge","Webster","Iowa","50501","-94.1869","42.505204"
"Dublin","Laurens County","Georgia","","-82.9058","32.5381"
"Green Bay ","Brown","Wisconsin","54303","-88.06332","44.522019"
"Marshall","Madison","North Carolina","28753","-82.6815","35.7965"
"New London","Merrimack","New Hampshire","03257","-71.981844","43.413289"
"Mobile","Mobile","Alabama","36606","-88.174004","30.689057"
"Pewaukee","Waukesha","Wisconsin","53072","-88.2701","43.0877"
"Mountain Village","San Miguel","Colorado","81435","-107.846111","37.936908"
"Hamilton ","Butler","Ohio","45011","-84.559388","39.398626"
"Mobile","Mobile","Alabama","36633","-88.1933","30.6494"
"Zebulon","Pike","Georgia","30295","-84.3424","33.1023"
"Versailles ","Ripley","Indiana","47042","-85.2502966","39.0723288"
"Washington","District of Columbia","District of Columbia","20019","-77.0163","38.9048"
"Ardmore","Carter","Oklahoma","73401","-97.12678","34.173642"
"Hadley","Saratoga","New York","12835","-73.847538","43.316314"
"Reidsville","Rockingham","North Carolina","27320","-79.664057","36.358765"
"Paris, Texas","Lamar","Texas","75460","-95.557366","33.657897"
"New Orleans","Orleans","Louisiana","70116","-90.070346","29.963626"
"Westfield","","Indiana","46074","-86.1281","40.1388"
"Springfield","Lane","Oregon","97477","-123.0207983","44.0470594"
"Belleview","Marion County","Florida","","-82.0303","29.035"
"Markleville","Madison","Indiana","46056","-85.618732","39.978019"
"Amityville","Suffolk","New York","11701","-73.409214","40.698986"
"Marksvillle","Avoyelles","Louisiana","71351","-92.06615","31.12706"
"Bennettsville","Marlboro","South Carolina","29512","-79.6812","34.61099"
"Marlborough","Hartford","Connecticut","","-72.4642","41.6328"
"Marne","Cass","Iowa","51552","-95.1114","41.4483"
"Mars","Butler","Pennsylvania","16046","-80.0516","40.7022"
"Marseilles","La Salle","Illinois","61341","-88.6698","41.3312"
"Marshall","Calhoun","Michigan","49068","-84.956978","42.273676"
"Marshall, MI ","Calhoun","Michigan","49068","-84.959151","42.270871"
"Lewisburg","Marshall","Tennessee","37091","-86.7796","35.4632"
"Marshall ","Lyon","Minnesota","56258","-95.790891","44.445911"
"Marshall","Saline","Missouri","65340","-93.196678","39.120805"
"Moundsville","Marshall","West Virginia","26041","-80.7257","39.9156"
"Wausau","Marathon","Wisconsin","54401","-89.667728","44.966094"
"Marshfield","Plymouth","Massachusetts","02050","-70.717535","42.098191"
"Marshfield ","Webster","Missouri","65706","-92.920421","37.33542"
"Marsing","Owyhee","Idaho","83639","-116.801","43.5473"
"Martin","Weakley","Tennessee","38237","-88.8505","36.3454"
"Martin City","Jackson","Missouri","64147","-94.586592","38.882129"
"Williamston","Martin","North Carolina","27892","-77.0913","35.8396"
"Potsdam","St. Lawrence","New York","","-74.90375","44.670983"
"Martinez","Contra Costa","California","","-122.1364638","38.0173644"
"Marvell","Phillips County","Arkansas","","-90.9791","34.5005"
"Miami","Miami-Dade","Florida","33130","-80.1935","25.7652"
"Arlington","Arlington","Virginia","22207","-77.128471","38.904309"
"Yuba City","Sutter","California","95992","-121.592","39.1459"
"Marysville","Snohomish","Washington","98270","-122.177815","48.058647"
"Marysville","Marshall","Kansas","66508","-96.6492","39.8416"
"Maryville","Blount","Tennessee","37801","-83.969504","35.756987"
"Mascoutah","","Illinois","62258","-89.7981","38.4892"
"Mashpee","Barnstable","Massachusetts","","-70.4814","41.648"
"Mason","Ingham","Michigan","48854","-84.4426","42.580168"
"Hartford","Mason","West Virginia","25550","-81.9503","38.6996"
"Point Pleasant","Mason","West Virginia","25550","-82.1316","38.8346"
"Masontown","Fayette","Pennsylvania","15454","-79.895904","39.850984"
"Various Cities and Towns","Suffolk","Massachusetts","","-71.059773","42.358431"
"Massena","St. Lawrence","New York","","-74.876842","44.926938"
"Massena","St. Lawrence","New York","","-74.893325","44.931067"
"Massillon","Stark","Ohio","44646","-81.5207","40.7916"
"Mathews","Mathews","Virginia","23109","-76.3215915","37.4335336"
"Mattapan","Suffolk","Massachusetts","02126","-71.0939548","42.2676302"
"Matthews ","Mecklenburg","North Carolina","28105","-80.722125","35.115766"
"South Bend","St. Joseph","Indiana","46619","-86.35873","41.65516"
"Mattoon","Coles","Illinois","61938","-88.358782","39.482714"
"Kahului","Maui","Hawaii","","-156.466","20.8918"
"Kahului","Maui","Hawaii","","-156.466","20.8876"
"Maupin","Wasco","Oregon","97037","-121.082","45.175"
"Pryor","Mayes","Oklahoma","74361","-95.315881","36.309281"
"San Jose","Santa Clara","California","95116","-121.8442756","37.350811"
"Coconut Grove","Miami-Dade","Florida","33133","-80.2406","25.7283"
"Mayhill ","Otero","New Mexico","88339","-105.47791","32.890145"
"Maynard","Middlesex","Massachusetts","01754","-71.459084","42.430456"
"Polk","Ashland","Ohio","","-82.7075","41.4436"
"Mayo","Lafayette","Florida","32066","-83.2292","29.962"
"Mayville","Dodge","Wisconsin","53050","-88.5638","43.5289"
"Maywood","","Illinois","60153","-87.8365","41.8871"
"mazomanie","Dane","Wisconsin","","-89.7946","43.175"
"New York City","Bronx","New York","","-73.888","40.8364"
"McAllen ","Hidalgo","Texas","78504","-98.2419797","26.2415968"
"McCall","Valley","Idaho","83638","-116.095","44.9121"
"McClusky","Sheridan","North Dakota","58463","-100.443131","47.485154"
"McComb","Pike","Mississippi","39648","-90.451993","31.244763"
"MCCOMB","Hancock County","Ohio","","-83.7844","41.1072"
"McCook","Red Willow","Nebraska","69001","-100.626","40.1986"
"McCormick","","South Carolina","29835","-82.2939","33.9121"
"Alexandria ","Fairfax","Virginia","22306","-77.0749236","38.7434755"
"McFarland","Dane","Wisconsin","53558","-89.2934","43.0129"
"Brooklyn","Kings","New York","11222","-73.943357","40.724406"
"Brooklyn","Kings","New York","11222","-73.944439","40.724403"
"McHenry","McHenry","Illinois","60050","-88.2643","42.3466"
"McKinleyville","Humboldt","California","95519","-124.101962","40.943593"
"San Jose ","Santa Clara","California","95121","-121.826926","37.30495"
"Livermore ","McLean","Kentucky","42352","-87.1270414","37.492757"
"McLean","Fairfax","Virginia","22101","-77.19051","38.9287009"
"Athens","McMinn","Tennessee","","-84.567284","35.394518"
"McMinnville","Yamhill","Oregon","97128","-123.197","45.2136"
"McMinnville","Yamhill","Oregon","97129","-123.19","45.2119"
"McPherson","McPherson","Kansas","67460","-97.673908","38.373708"
"Brandenburg","Meade","Kentucky","40108","-86.166849","37.9925042"
"Lee ","Berkshire","Massachusetts","01238","-73.2541579","42.2794247"
"Meadville","Crawford","Pennsylvania","16335","-80.1534","41.6387"
"Mechanicsburg","Cumberland","Pennsylvania","17055","-76.9839","40.1774"
"Mechanicsville","Cedar","Iowa","52306","-91.2527","41.9061"
"Medfield","Norfolk","Massachusetts","02052","-71.3061852","42.187269"
"Medford","Taylor","Wisconsin","54451","-90.346674","45.138027"
"Medford","Taylor","Wisconsin","54451","-90.332954","45.142173"
"Medford","Middlesex","Massachusetts","02155","-71.106033","42.417408"
"Medford","Jackson","Oregon","97520","-122.837","42.3171"
"Media","Delaware","Pennsylvania","19063","-75.3867127","39.9175314"
"Medina","Medina","Ohio","44256","-81.8636","41.1376"
"Medway","Norfolk","Massachusetts","02053","-71.4292","42.1474"
"Mooresville","","North Carolina","28117","-80.8752","35.5883"
"Charlotte","","North Carolina","28277","-80.8446","35.023"
"Charlotte ","Mecklenburg","North Carolina","28277","-80.844531","35.022819"
"Melbourne","Izard","Arkansas","72556","-91.9085","36.0595"
"Melcher-Dallas","Marion","Iowa","50163","-93.241759","41.223256"
"White River","Mellette","South Dakota","57579","-100.749","43.5686"
"Melrose","Middlesex","Massachusetts","02176","-71.064284","42.457203"
"Tarzana","Los Angeles","California","91356","-118.373","34.0835"
"Melrose","Middlesex","Massachusetts","02176","-71.070734","42.459062"
"Melvindale","Wayne","Michigan","48122","-83.18457","42.280673"
"Colorado Springs","","Colorado","","-104.795","38.833"
"Hollywood","Broward","Florida","33021","-80.1814","26.0197"
"Memphis","Shelby","Tennessee","38103","-90.0607888","35.132853"
"Menasha","Winnebago","Wisconsin","54952","-88.450606","44.200067"
"Mendham Township","Morris","New Jersey","07926","-74.585186","40.787011"
"Mendocino","Mendocino","California","95460","-123.7974","39.30546"
"Mendon ","Monroe","New York","14506","-77.502426","42.990868"
"Mendota","La Salle","Illinois","61342","-89.1156","41.5489"
"Menifee Valley","Riverside","California","92584","-117.195","33.6414"
"Menifee","Riverside","California","92584","-117.167","33.6745"
"Menlo Park","San Mateo","California","94025","-122.1841","37.450822"
"Menominee","Menominee","Michigan","49858","-87.614851","45.107015"
"Menominee","Menominee","Michigan","49858","-87.603768","45.106008"
"Menomonee Falls","Waukesha","Wisconsin","53051","-88.117313","43.178897"
"Menomonee Falls","Waukesha","Wisconsin","53051","-88.117535","43.178726"
"Menomonie ","Dunn","Wisconsin","54751","-91.921551","44.875275"
"MENTONE","DEKALB","Alabama","35984","-85.589","34.5791"
"Mentor","Lake","Ohio","44060","-81.354842","41.662919"
"Mentor","Polk","Minnesota","56736","-96.141872","47.700953"
"Mentor","Lake","Ohio","44060","-81.361","41.6605"
"Ponce","Ponce","Puerto Rico","","-66.613138","18.009345"
"Old San Juan","San Juan","Puerto Rico","00901","-66.117209","18.46822"
"Rincon","Rincon","Puerto Rico","00677","-67.2363","18.33636"
"Hood River","Hood River","Oregon","97031","-121.541646","45.625517"
"El Paso ","El Paso","Texas","79901","-106.467575","31.771173"
"","","California","","",""
"Delhi","Merced","California","95315","-117.843","33.7255"
"Harrodsburg","Mercer","Kentucky","40330","-84.847281","37.75425"
"Mercer","Mercer","Missouri","64661","-93.5767","40.3984"
"Princeton","Mercer","West Virginia","24740","-81.0272","37.4111"
"Mercer Island","King","Washington","98040","-122.235042","47.581953"
"Mercer ","Mercer","Pennsylvania","16137","-80.2395773","41.2264965"
"Merchantville","Camden","New Jersey","08109","-75.049027","39.9522341"
"Oklahoma City","Oklahoma County","Oklahoma","","-97.5969","35.6073"
"Meriden","New Haven","Connecticut","06450","-72.8049","41.5382"
"Boise","Boise","Idaho","83709","-116.299","43.5517"
"Meridian","Ada","Idaho","83642","-116.354","43.6158"
"Okemos","Ingham","Michigan","48864","-84.415828","42.728954"
"Meridian","Lauderdale","Mississippi","39301","-88.6971","32.3639"
"Hagerstown","Washington","Maryland","21742","-77.6822","39.6218"
"Merriam","Johnson","Kansas","66203","-94.6948","39.0244"
"Merrill","Lincoln","Wisconsin","54452","-89.684","45.1854"
"Merrimac","Essex","Massachusetts","01860","-71.0034","42.8348"
"Merrimack","Hillsborough","New Hampshire","03054","-71.488224","42.874747"
"Mesa ","Maricopa","Arizona","85201","-111.830862","33.415614"
"Metamora","Woodford","Illinois","61548","-89.3629","40.7913"
"North Charlston","Charleston","South Carolina","29405","-79.9722","32.8554"
"Edmonton ","Metcalfe","Kentucky","42129","-85.610587","36.978393"
"Twisp","","Washington","98856","-120.276","48.3627"
"Littleton","Arapahoe","Colorado","80122","-104.989168","39.591409"
"Wyoming","Kent","Michigan","49519","-85.72025","42.85824"
"North Rupert","Rutland","Vermont","05761","-73.155942","43.30585"
"Metuchen","Middlesex","New Jersey","08840","-74.364472","40.541014"
"Mexico","Oswego","New York","13114","-76.2113","43.4594"
"Mexico, MO","Audrain","Missouri","65265","-91.8906487","39.1435316"
"miami","Miami-Dade","Florida","33155","-80.29403","25.741264"
"Troy","Miami","Ohio","45373","-84.2404","40.0559"
"Edinburg","Lawrence","Pennsylvania","16116","-80.4368","41.0144"
"New Orleans","Orleans","Louisiana","70129","-89.916088","30.026061"
"Oxford","Lafayette","Mississippi","38655","-89.516816","34.373647"
"Madeira Beach ","Pinellas","Florida","33708","-82.801192","27.802143"
"Atlanta","Fulton","Georgia","30303","-84.3929595","33.7534749"
"Middle River","Marshall","Minnesota","56737","-96.161694","48.434896"
"Middleboro","Plymouth","Massachusetts","02346","-70.9090896696","41.892420128"
"Middleborough ","Plymouth","Massachusetts","02346","-70.912916","41.907445"
"Middleburg","Loudoun","Virginia","20117","-77.7388","38.969"
"Middleburg","Snyder","Pennsylvania","17842","-77.0848","40.7863"
"Middlebury","Addison","Vermont","05753","-73.1702102","44.0159551"
"Middlebury ","Addison","Vermont","05753","-73.16221","44.010538"
"Middlebury","Addison","Vermont","05753","-73.1699403","44.0155618"
"Middlebury","New Haven","Connecticut","","-73.1213","41.5278"
"Middlefield","Geauga","Ohio","","-81.0766","41.4792"
"Middleport","Niagara","New York","14105","-78.4878","43.2055"
"Middlesex","","Virginia","","-76.5771","37.6359"
"Middlesex Borough","Middlesex","New Jersey","08846","-74.4121","40.4389"
"Middleton","Essex","Massachusetts","01949","-71.0148","42.5923"
"Middleton Idaho","Canyon","Idaho","83644","-116.618","43.7057"
"MIDDLETON","Dane","Wisconsin","","-89.5271","43.0902"
"Kelseyville","Lake","California","95451","-122.56","38.7911"
"Middletown","Middlesex","Connecticut","06457","-72.6662","41.5565"
"Middletown","Frederick","Maryland","21769","-77.544774","39.441694"
"Middleville","Barry","Michigan","49333","-85.4647","42.7112"
"Midland","Midland","Michigan","48640","-84.247499","43.611751"
"Monroe","Walton","Georgia","30655","-83.712","33.7963"
"Midland ","Midland","Texas","79701","-102.0924129","31.993215"
"Covington","Tipton","Tennessee","38019","-89.6485","35.5474"
"Raleigh","Wake","North Carolina","27609","-78.642449","35.836777"
"Houston","Harris","Texas","77002","-95.3664","29.7558"
"Minneapolis","Hennepin","Minnesota","55407","-93.2387","44.947313"
"University City","St. Louis","Missouri","63130","-90.307251","38.656378"
"Ventura","Ventura","California","93001","-119.050682","34.23639"
"Milan","","Michigan","48160","-83.7402","42.05"
"Milan","Gibson","Tennessee","38358","-88.753863","35.914023"
"Milbridge","Washington","Maine","","-67.8900241","44.5421092"
"Henderson","Adams","Colorado","80640","-104.904494","39.8589"
"Miles City","Custer","Montana","","-105.840096","46.408215"
"Cleveland","Cuyahoga","Ohio","44139-1184","-81.4768","41.4243"
"Milford","New Haven","Connecticut","","-72.9984","41.2279"
"Milford","New Haven","Connecticut","06460","-73.057634","41.223372"
"Milford","Oakland","Michigan","48381","-83.599662","42.589528"
"Milford ","Pike","Pennsylvania","18337","-74.809264","41.325863"
"Milford","","Massachusetts","01757","-71.5282","42.1324"
"Milford","Worcester","Massachusetts","01757","-71.513376","42.161351"
"Milford ","Hillsborough","New Hampshire","03055","-71.6674228","42.8392628"
"Milford ","Hillsborough","New Hampshire","03055","-71.6489836","42.8353619"
"Milford ","Sussex","Delaware","19963","-75.428176","38.913006"
"Mililani  ","Honolulu","Hawaii","96789","-158.017902","21.439344"
"Mililani","Honolulu","Hawaii","","-158.0152807","21.4513314"
"Minneapolis","Hennepin","Minnesota","55401","-93.256278","44.978211"
"Lowell ","Middlesex","Massachusetts","01851","-71.3161718","42.6334247"
"Springdale","Washington","Arkansas","72764","-94.130402","36.186813"
"Millbrae","San Mateo","California","94030","-122.391","37.6002"
"Millbrook","Dutchess","New York","","-73.6965","41.7832"
"Millburn","Essex","New Jersey","07041","-74.3109","40.7237"
"Milledgeville","Baldwin","Georgia","31061","-83.224579","33.081869"
"Millen ","Jenkins","Georgia","30442","-81.936127","32.802685"
"Gary","Lake","Indiana","46403","-87.2664897","41.5982684"
"MILLERSBURG","Holmes County","Ohio","","-81.9175","40.5555"
"Millersville","Lancaster","Pennsylvania","17551","-76.3618026","39.9959563"
"MIllerton","Dutchess","New York","12546","-73.511549","41.953307"
"Milesburg","Centre County","Pennsylvania","","-77.7816","40.9433"
"Millheim","Centre County","Pennsylvania","","-77.4767","40.8909"
"Millington","Shelby","Tennessee","38053","-89.891145","35.34198"
"Mt. Gilead","Morrow","Ohio","43338","-82.8266","40.4605"
"Mills River","Henderson","North Carolina","28759","-82.565521","35.377195"
"Millville 19967","Sussex","Delaware","","-75.116569","38.527805"
"Spokane ","Spokane","Washington","99212","-117.2857638","47.6864373"
"Milpitas","Santa Clara","California","","-121.895351","37.431827"
"Milton MA","Norfolk","Massachusetts","02186","-71.067032","42.269638"
"Milton","Chittenden","Vermont","VT","-73.122141","44.623093"
"Milton ","Sussex","Delaware","19968","-75.311874","38.778924"
"Milton-Freewater","Umatilla","Oregon","97862","-118.382","45.9244"
"Milwaukee","Milwaukee","Wisconsin","53218","-88.004359","43.132573"
"Milwaukee","Milwaukee","Wisconsin","53215","-87.945932","43.026399"
"Milwaukie","Clackamas","Oregon","97222","-122.642","45.4451"
"San Lorenzo","Grant","New Mexico","88041","-107.94","32.8021"
"Minden","Douglas","Nevada","89423","-119.766","38.9541"
"Minden","Kearney","Nebraska","68959","-98.9463","40.4994"
"Keyser","Mineral","West Virginia","26726","-79.007519","39.401158"
"Mineral","Louisa","Virginia","23117","-77.907787","38.012166"
"Mineral Point","Iowa","Wisconsin","53565","-90.186582","42.863"
"Minerva","Stark","Ohio","44657","-81.102595","40.727935"
"Burley","Minidoka","Idaho","83318","-113.761","42.5476"
"Minneapolis","Hennepin","Minnesota","55405","-93.2867112","44.9808738"
"Minneapolis","Hennepin","Minnesota","","-93.271093","44.978263"
"Washington, DC","District of Columbia","District of Columbia","20019","-76.950947","38.893844"
"Minnetonka ","Hennepin","Minnesota","55345","-93.464747","44.941935"
"Muncie","Delaware","Indiana","47303","-85.3969","40.2275"
"Minocqua","Oneida","Wisconsin","54548","-89.7501887","45.8833293"
"Minot","Ward","North Dakota","","-101.316","48.2401"
"Mint Hill","Mecklenburg","North Carolina","28227","-80.6548","35.185"
"San Francisco","San Francisco","California","","-122.408","37.7826"
"Miranda","HUMBOLDT","California","","-123.824","40.237"
"San Francisco ","San Francisco","California","94158","-122.39047","37.768709"
"San Francisco","San Francisco","California","94110","-122.4149417","37.7556683"
"Mission","Johnson","Kansas","66202","-94.650728","39.022116"
"Roxbury","Suffolk","Massachusetts","02120","-71.105022","42.334362"
"Choctaw","Neshoba","Mississippi","39350","-89.2847","33.3914"
"Jackson","Hinds","Mississippi","39202","-90.176134","32.302899"
"Jackson ","Hinds","Mississippi","39202","-90.176081","32.303101"
"Missoula","Missoula","Montana","59801","-113.9922681","46.8750586"
"Versailles ","Morgan","Missouri","65084","-92.8440931","38.4316445"
"FORT BENTON","Chouteau","Montana","59442","-110.6683537","47.8165684"
"Spruce Pine","Mitchell","North Carolina","28777","-82.063167","35.915795"
"Milwaukee","Milwaukee","Wisconsin","53215","-87.9372","43.0126"
"Moab","Grand","Utah","84532","-109.5527258","38.5774347"
