function,runtime_seconds,target_stdev,target_variance,algo,target_is_continuous,target_num_unique,num_rows,target_is_numerical,column_name,test_accuracy,training_accuracy,test_mse,training_mse,colums,rows,SFS,dataset
run_classifier,0.210000038,0.353651737,0.125069551,LogRC,FALSE,5,438,TRUE,Right-Weight,0.272727273,0.331050228,,,5,625,TRUE,balance-scale
run_classifier,0.143355846,0.353651737,0.125069551,DTC,FALSE,5,438,TRUE,Right-Weight,0.304812834,0.337899543,,,5,625,TRUE,balance-scale
run_classifier,12.48978806,0.353651737,0.125069551,RFC,FALSE,5,438,TRUE,Right-Weight,0.272727273,0.340182648,,,5,625,TRUE,balance-scale
run_regressor,13.19133115,0.353651737,0.125069551,RFR,FALSE,5,438,TRUE,Right-Weight,,,2.423865911,1.418630119,5,625,TRUE,balance-scale
run_regressor,0.133419991,0.353651737,0.125069551,LinR,FALSE,5,438,TRUE,Right-Weight,,,2.258513647,1.630769348,5,625,TRUE,balance-scale
run_classifier,0.21144104,0.353751441,0.125140082,LogRC,FALSE,5,438,TRUE,Right-Distance,0.28342246,0.326484018,,,5,625,TRUE,balance-scale
run_classifier,0.141887903,0.353751441,0.125140082,DTC,FALSE,5,438,TRUE,Right-Distance,0.310160428,0.337899543,,,5,625,TRUE,balance-scale
run_classifier,12.36582708,0.353751441,0.125140082,RFC,FALSE,5,438,TRUE,Right-Distance,0.294117647,0.324200913,,,5,625,TRUE,balance-scale
run_regressor,13.304703,0.353751441,0.125140082,RFR,FALSE,5,438,TRUE,Right-Distance,,,2.09639014,1.46921237,5,625,TRUE,balance-scale
run_regressor,0.136063099,0.353751441,0.125140082,LinR,FALSE,5,438,TRUE,Right-Distance,,,2.154380379,1.646470606,5,625,TRUE,balance-scale
run_classifier,0.040655136,,,LogRC,FALSE,3,438,FALSE,Class Name,0.871657754,0.874429224,,,5,625,FALSE,balance-scale
run_classifier,0.032429934,,,DTC,FALSE,3,438,FALSE,Class Name,0.71657754,0.956621005,,,5,625,FALSE,balance-scale
run_classifier,1.890538931,,,RFC,FALSE,3,438,FALSE,Class Name,0.780748663,0.949771689,,,5,625,FALSE,balance-scale
run_regressor,2.025670052,,,RFR,FALSE,3,438,FALSE,Class Name,,,0.256589424,0.115312024,5,625,FALSE,balance-scale
run_regressor,0.045150995,,,LinR,FALSE,3,438,FALSE,Class Name,,,0.264337576,0.235449152,5,625,FALSE,balance-scale
run_classifier,0.058099985,0.344124866,0.118421923,LogRC,FALSE,4,438,TRUE,Left-Weight,0,0.397260274,,,5,625,FALSE,balance-scale
run_classifier,0.037120819,0.344124866,0.118421923,DTC,FALSE,4,438,TRUE,Left-Weight,0.005347594,0.433789954,,,5,625,FALSE,balance-scale
run_classifier,1.894765854,0.344124866,0.118421923,RFC,FALSE,4,438,TRUE,Left-Weight,0,0.445205479,,,5,625,FALSE,balance-scale
run_regressor,2.047863007,0.344124866,0.118421923,RFR,FALSE,4,438,TRUE,Left-Weight,,,4.311738192,0.740401797,5,625,FALSE,balance-scale
run_regressor,0.035712957,0.344124866,0.118421923,LinR,FALSE,4,438,TRUE,Left-Weight,,,5.448427836,0.925474473,5,625,FALSE,balance-scale
run_classifier,0.071574926,0.351149944,0.123306284,LogRC,FALSE,5,438,TRUE,Left-Distance,0.187165775,0.301369863,,,5,625,FALSE,balance-scale
run_classifier,0.045286894,0.351149944,0.123306284,DTC,FALSE,5,438,TRUE,Left-Distance,0.181818182,0.376712329,,,5,625,FALSE,balance-scale
run_classifier,1.941951036,0.351149944,0.123306284,RFC,FALSE,5,438,TRUE,Left-Distance,0.197860963,0.394977169,,,5,625,FALSE,balance-scale
run_regressor,2.064048052,0.351149944,0.123306284,RFR,FALSE,5,438,TRUE,Left-Distance,,,2.763151098,1.245016539,5,625,FALSE,balance-scale
run_regressor,0.038146973,0.351149944,0.123306284,LinR,FALSE,5,438,TRUE,Left-Distance,,,2.518478176,1.646425996,5,625,FALSE,balance-scale
run_classifier,0.059247017,0.353651737,0.125069551,LogRC,FALSE,5,438,TRUE,Right-Weight,0.256684492,0.328767123,,,5,625,FALSE,balance-scale
run_classifier,0.03768301,0.353651737,0.125069551,DTC,FALSE,5,438,TRUE,Right-Weight,0.278074866,0.372146119,,,5,625,FALSE,balance-scale
run_classifier,1.932282209,0.353651737,0.125069551,RFC,FALSE,5,438,TRUE,Right-Weight,0.240641711,0.376712329,,,5,625,FALSE,balance-scale
run_regressor,2.05420804,0.353651737,0.125069551,RFR,FALSE,5,438,TRUE,Right-Weight,,,1.783858822,1.186390449,5,625,FALSE,balance-scale
run_regressor,0.036177158,0.353651737,0.125069551,LinR,FALSE,5,438,TRUE,Right-Weight,,,2.081198121,1.581214204,5,625,FALSE,balance-scale
run_classifier,0.054087162,0.353751441,0.125140082,LogRC,FALSE,5,438,TRUE,Right-Distance,0.262032086,0.326484018,,,5,625,FALSE,balance-scale
run_classifier,0.036236048,0.353751441,0.125140082,DTC,FALSE,5,438,TRUE,Right-Distance,0.278074866,0.376712329,,,5,625,FALSE,balance-scale
run_classifier,1.917721987,0.353751441,0.125140082,RFC,FALSE,5,438,TRUE,Right-Distance,0.262032086,0.358447489,,,5,625,FALSE,balance-scale
run_regressor,2.04551506,0.353751441,0.125140082,RFR,FALSE,5,438,TRUE,Right-Distance,,,1.722032852,1.256457497,5,625,FALSE,balance-scale
run_regressor,0.039913177,0.353751441,0.125140082,LinR,FALSE,5,438,TRUE,Right-Distance,,,2.019396095,1.594321662,5,625,FALSE,balance-scale
run_classifier,0.402636051,,,LogRC,FALSE,3,49,FALSE,RIVER,0.714285714,0.897959184,,,13,108,TRUE,bridges
run_classifier,0.351942062,,,DTC,FALSE,3,49,FALSE,RIVER,0.904761905,1,,,13,108,TRUE,bridges
run_classifier,35.19351697,,,RFC,FALSE,3,49,FALSE,RIVER,0.80952381,1,,,13,108,TRUE,bridges
run_regressor,37.52828407,,,RFR,FALSE,3,49,FALSE,RIVER,,,0.481693122,0.24244898,13,108,TRUE,bridges
run_regressor,0.345196962,,,LinR,FALSE,3,49,FALSE,RIVER,,,0.551686404,0.410879598,13,108,TRUE,bridges
run_regressor,37.28555417,0.258643339,0.066896377,RFR,TRUE,33,49,TRUE,LOCATION,,,44.43260845,19.66759908,13,108,TRUE,bridges
run_regressor,0.315551996,0.258643339,0.066896377,LinR,TRUE,33,49,TRUE,LOCATION,,,316.8474747,157.3940939,13,108,TRUE,bridges
run_classifier,0.387706041,,,LogRC,FALSE,3,49,FALSE,ERECTED,0.238095238,0.857142857,,,13,108,TRUE,bridges
run_classifier,0.356734991,,,DTC,FALSE,3,49,FALSE,ERECTED,0.238095238,0.857142857,,,13,108,TRUE,bridges
run_classifier,35.15402603,,,RFC,FALSE,3,49,FALSE,ERECTED,0.238095238,0.87755102,,,13,108,TRUE,bridges
run_regressor,37.32060313,,,RFR,FALSE,3,49,FALSE,ERECTED,,,0.808517344,0.198056958,13,108,TRUE,bridges
run_regressor,0.320564985,,,LinR,FALSE,3,49,FALSE,ERECTED,,,1.022725886,0.206209259,13,108,TRUE,bridges
run_classifier,0.402833939,,,LogRC,FALSE,3,49,FALSE,PURPOSE,0.952380952,0.632653061,,,13,108,TRUE,bridges
run_classifier,0.355670929,,,DTC,FALSE,3,49,FALSE,PURPOSE,0.952380952,0.755102041,,,13,108,TRUE,bridges
run_classifier,34.92510104,,,RFC,FALSE,3,49,FALSE,PURPOSE,0.952380952,0.816326531,,,13,108,TRUE,bridges
run_regressor,37.10303903,,,RFR,FALSE,3,49,FALSE,PURPOSE,,,0.201896734,0.271822589,13,108,TRUE,bridges
run_regressor,0.307765007,,,LinR,FALSE,3,49,FALSE,PURPOSE,,,0.264470138,0.303368127,13,108,TRUE,bridges
run_classifier,0.366847992,,,LogRC,FALSE,3,49,FALSE,LENGTH,0.476190476,0.693877551,,,13,108,TRUE,bridges
run_classifier,0.347069025,,,DTC,FALSE,3,49,FALSE,LENGTH,0.476190476,0.693877551,,,13,108,TRUE,bridges
run_classifier,35.03232002,,,RFC,FALSE,3,49,FALSE,LENGTH,0.476190476,0.693877551,,,13,108,TRUE,bridges
run_regressor,37.25767899,,,RFR,FALSE,3,49,FALSE,LENGTH,,,0.591970307,0.293025375,13,108,TRUE,bridges
run_regressor,0.31508708,,,LinR,FALSE,3,49,FALSE,LENGTH,,,0.466718467,0.26467386,13,108,TRUE,bridges
run_regressor,37.20492697,0.295947688,0.087585034,RFR,TRUE,3,49,TRUE,LANES,,,2.569603645,0.616414865,13,108,TRUE,bridges
run_regressor,0.315830946,0.295947688,0.087585034,LinR,TRUE,3,49,TRUE,LANES,,,4.121059968,0.691071028,13,108,TRUE,bridges
run_classifier,0.371969938,,,LogRC,FALSE,2,49,FALSE,CLEAR-G,0.80952381,0.918367347,,,13,108,TRUE,bridges
run_classifier,0.343444824,,,DTC,FALSE,2,49,FALSE,CLEAR-G,0.80952381,0.93877551,,,13,108,TRUE,bridges
run_classifier,35.00935817,,,RFC,FALSE,2,49,FALSE,CLEAR-G,0.80952381,0.93877551,,,13,108,TRUE,bridges
run_regressor,37.40057397,,,RFR,FALSE,2,49,FALSE,CLEAR-G,,,0.244669724,0.04557934,13,108,TRUE,bridges
run_regressor,0.318549871,,,LinR,FALSE,2,49,FALSE,CLEAR-G,,,0.346757926,0.084319075,13,108,TRUE,bridges
run_classifier,0.378494978,,,LogRC,FALSE,2,49,FALSE,T-OR-D,0.619047619,0.897959184,,,13,108,TRUE,bridges
run_classifier,0.351635933,,,DTC,FALSE,2,49,FALSE,T-OR-D,0.619047619,0.897959184,,,13,108,TRUE,bridges
run_classifier,34.86675119,,,RFC,FALSE,2,49,FALSE,T-OR-D,0.619047619,0.897959184,,,13,108,TRUE,bridges
run_regressor,37.42813897,,,RFR,FALSE,2,49,FALSE,T-OR-D,,,0.262351925,0.048930146,13,108,TRUE,bridges
run_regressor,0.32598114,,,LinR,FALSE,2,49,FALSE,T-OR-D,,,0.313791753,0.076561834,13,108,TRUE,bridges
run_classifier,0.396491051,,,LogRC,FALSE,3,49,FALSE,MATERIAL,1,0.857142857,,,13,108,TRUE,bridges
run_classifier,0.367306948,,,DTC,FALSE,3,49,FALSE,MATERIAL,0.857142857,1,,,13,108,TRUE,bridges
run_classifier,35.37736201,,,RFC,FALSE,3,49,FALSE,MATERIAL,1,0.918367347,,,13,108,TRUE,bridges
run_regressor,37.49300289,,,RFR,FALSE,3,49,FALSE,MATERIAL,,,0,0.185609977,13,108,TRUE,bridges
run_regressor,0.32842207,,,LinR,FALSE,3,49,FALSE,MATERIAL,,,0.004202104,0.248050844,13,108,TRUE,bridges
run_classifier,0.396836042,,,LogRC,FALSE,3,49,FALSE,SPAN,0.857142857,0.734693878,,,13,108,TRUE,bridges
run_classifier,0.362764835,,,DTC,FALSE,3,49,FALSE,SPAN,0.476190476,0.775510204,,,13,108,TRUE,bridges
run_classifier,35.12061381,,,RFC,FALSE,3,49,FALSE,SPAN,0.285714286,0.836734694,,,13,108,TRUE,bridges
run_regressor,37.32546186,,,RFR,FALSE,3,49,FALSE,SPAN,,,0.12042328,0.168163265,13,108,TRUE,bridges
run_regressor,0.32367301,,,LinR,FALSE,3,49,FALSE,SPAN,,,0.644261539,0.303444789,13,108,TRUE,bridges
run_classifier,0.391505957,,,LogRC,FALSE,3,49,FALSE,REL-L,0.619047619,0.714285714,,,13,108,TRUE,bridges
run_classifier,0.350364208,,,DTC,FALSE,3,49,FALSE,REL-L,0.714285714,0.653061224,,,13,108,TRUE,bridges
run_classifier,35.01972795,,,RFC,FALSE,3,49,FALSE,REL-L,0.714285714,0.653061224,,,13,108,TRUE,bridges
run_regressor,37.25797009,,,RFR,FALSE,3,49,FALSE,REL-L,,,0.587937449,0.254330778,13,108,TRUE,bridges
run_regressor,0.328137159,,,LinR,FALSE,3,49,FALSE,REL-L,,,1.039616871,0.434788978,13,108,TRUE,bridges
run_classifier,0.423105955,,,LogRC,FALSE,6,49,FALSE,TYPE,0.238095238,0.734693878,,,13,108,TRUE,bridges
run_classifier,0.363910913,,,DTC,FALSE,6,49,FALSE,TYPE,0.047619048,0.693877551,,,13,108,TRUE,bridges
run_classifier,34.97763109,,,RFC,FALSE,6,49,FALSE,TYPE,0.095238095,0.755102041,,,13,108,TRUE,bridges
run_regressor,36.98150682,,,RFR,FALSE,6,49,FALSE,TYPE,,,1.294348667,1.272774681,13,108,TRUE,bridges
run_regressor,0.332448006,,,LinR,FALSE,6,49,FALSE,TYPE,,,2.111901263,1.129451411,13,108,TRUE,bridges
run_classifier,0.045444965,,,LogRC,FALSE,49,49,FALSE,IDENTIF,0,0.428571429,,,13,108,FALSE,bridges
run_classifier,0.033250809,,,DTC,FALSE,49,49,FALSE,IDENTIF,0,0.510204082,,,13,108,FALSE,bridges
run_classifier,1.014256001,,,RFC,FALSE,49,49,FALSE,IDENTIF,0,0.510204082,,,13,108,FALSE,bridges
run_regressor,1.072338104,,,RFR,FALSE,49,49,FALSE,IDENTIF,,,691.5504762,204.7177324,13,108,FALSE,bridges
run_regressor,0.016004086,,,LinR,FALSE,49,49,FALSE,IDENTIF,,,1104.807979,352.8722599,13,108,FALSE,bridges
run_classifier,0.01641202,,,LogRC,FALSE,3,49,FALSE,RIVER,0.333333333,0.571428571,,,13,108,FALSE,bridges
run_classifier,0.019226074,,,DTC,FALSE,3,49,FALSE,RIVER,0.857142857,1,,,13,108,FALSE,bridges
run_classifier,1.006145,,,RFC,FALSE,3,49,FALSE,RIVER,0.761904762,0.959183673,,,13,108,FALSE,bridges
run_regressor,1.041185141,,,RFR,FALSE,3,49,FALSE,RIVER,,,0.531851852,0.021043084,13,108,FALSE,bridges
run_regressor,0.013979912,,,LinR,FALSE,3,49,FALSE,RIVER,,,0.675689891,0.267816253,13,108,FALSE,bridges
run_regressor,1.07408905,0.258643339,0.066896377,RFR,TRUE,33,49,TRUE,LOCATION,,,69.25412698,35.2062585,13,108,FALSE,bridges
run_regressor,0.014925957,0.258643339,0.066896377,LinR,TRUE,33,49,TRUE,LOCATION,,,344.4749212,265.6985974,13,108,FALSE,bridges
run_classifier,0.020823002,,,LogRC,FALSE,3,49,FALSE,ERECTED,0.238095238,0.816326531,,,13,108,FALSE,bridges
run_classifier,0.017819166,,,DTC,FALSE,3,49,FALSE,ERECTED,0.238095238,0.93877551,,,13,108,FALSE,bridges
run_classifier,0.993882895,,,RFC,FALSE,3,49,FALSE,ERECTED,0.238095238,0.87755102,,,13,108,FALSE,bridges
run_regressor,1.061709166,,,RFR,FALSE,3,49,FALSE,ERECTED,,,1.811640212,0.167981859,13,108,FALSE,bridges
run_regressor,0.015220881,,,LinR,FALSE,3,49,FALSE,ERECTED,,,1.246942524,0.243896736,13,108,FALSE,bridges
run_classifier,0.019814968,,,LogRC,FALSE,3,49,FALSE,PURPOSE,0.857142857,0.653061224,,,13,108,FALSE,bridges
run_classifier,0.016600847,,,DTC,FALSE,3,49,FALSE,PURPOSE,0.80952381,0.714285714,,,13,108,FALSE,bridges
run_classifier,0.972388983,,,RFC,FALSE,3,49,FALSE,PURPOSE,0.952380952,0.714285714,,,13,108,FALSE,bridges
run_regressor,1.050036907,,,RFR,FALSE,3,49,FALSE,PURPOSE,,,0.193862434,0.12154195,13,108,FALSE,bridges
run_regressor,0.012323856,,,LinR,FALSE,3,49,FALSE,PURPOSE,,,0.447043342,0.440985427,13,108,FALSE,bridges
run_classifier,0.017473936,,,LogRC,FALSE,3,49,FALSE,LENGTH,0.428571429,0.673469388,,,13,108,FALSE,bridges
run_classifier,0.014936924,,,DTC,FALSE,3,49,FALSE,LENGTH,0.380952381,0.775510204,,,13,108,FALSE,bridges
run_classifier,0.989417076,,,RFC,FALSE,3,49,FALSE,LENGTH,0.380952381,0.857142857,,,13,108,FALSE,bridges
run_regressor,1.069731951,,,RFR,FALSE,3,49,FALSE,LENGTH,,,0.346878307,0.380861678,13,108,FALSE,bridges
run_regressor,0.008471012,,,LinR,FALSE,3,49,FALSE,LENGTH,,,1.146156455,0.288429559,13,108,FALSE,bridges
run_regressor,1.036836863,0.295947688,0.087585034,RFR,TRUE,3,49,TRUE,LANES,,,3.536084656,0.61877551,13,108,FALSE,bridges
run_regressor,0.015035152,0.295947688,0.087585034,LinR,TRUE,3,49,TRUE,LANES,,,3.571269277,0.646666578,13,108,FALSE,bridges
run_classifier,0.016520977,,,LogRC,FALSE,2,49,FALSE,CLEAR-G,0.80952381,0.897959184,,,13,108,FALSE,bridges
run_classifier,0.014173985,,,DTC,FALSE,2,49,FALSE,CLEAR-G,0.80952381,0.93877551,,,13,108,FALSE,bridges
run_classifier,0.989412069,,,RFC,FALSE,2,49,FALSE,CLEAR-G,0.80952381,0.959183673,,,13,108,FALSE,bridges
run_regressor,1.058553934,,,RFR,FALSE,2,49,FALSE,CLEAR-G,,,0.186031746,0.065306122,13,108,FALSE,bridges
run_regressor,0.014116049,,,LinR,FALSE,2,49,FALSE,CLEAR-G,,,0.616020125,0.12481918,13,108,FALSE,bridges
run_classifier,0.015097857,,,LogRC,FALSE,2,49,FALSE,T-OR-D,0.619047619,0.918367347,,,13,108,FALSE,bridges
run_classifier,0.014120102,,,DTC,FALSE,2,49,FALSE,T-OR-D,0.428571429,0.93877551,,,13,108,FALSE,bridges
run_classifier,0.97388792,,,RFC,FALSE,2,49,FALSE,T-OR-D,0.666666667,0.959183673,,,13,108,FALSE,bridges
run_regressor,1.047117949,,,RFR,FALSE,2,49,FALSE,T-OR-D,,,0.30962963,0.086349206,13,108,FALSE,bridges
run_regressor,0.0098629,,,LinR,FALSE,2,49,FALSE,T-OR-D,,,0.186218881,0.061367776,13,108,FALSE,bridges
run_classifier,0.01436305,,,LogRC,FALSE,3,49,FALSE,MATERIAL,1,0.918367347,,,13,108,FALSE,bridges
run_classifier,0.012897015,,,DTC,FALSE,3,49,FALSE,MATERIAL,1,1,,,13,108,FALSE,bridges
run_classifier,0.985605001,,,RFC,FALSE,3,49,FALSE,MATERIAL,1,1,,,13,108,FALSE,bridges
run_regressor,1.029189825,,,RFR,FALSE,3,49,FALSE,MATERIAL,,,0.002751323,0.019954649,13,108,FALSE,bridges
run_regressor,0.014084101,,,LinR,FALSE,3,49,FALSE,MATERIAL,,,0.370812981,0.243202539,13,108,FALSE,bridges
run_classifier,0.020884991,,,LogRC,FALSE,3,49,FALSE,SPAN,0.761904762,0.714285714,,,13,108,FALSE,bridges
run_classifier,0.01970911,,,DTC,FALSE,3,49,FALSE,SPAN,0.761904762,0.755102041,,,13,108,FALSE,bridges
run_classifier,1.003902912,,,RFC,FALSE,3,49,FALSE,SPAN,0.666666667,0.836734694,,,13,108,FALSE,bridges
run_regressor,1.059284925,,,RFR,FALSE,3,49,FALSE,SPAN,,,0.195978836,0.165623583,13,108,FALSE,bridges
run_regressor,0.012918949,,,LinR,FALSE,3,49,FALSE,SPAN,,,0.421851899,0.243553568,13,108,FALSE,bridges
run_classifier,0.01763916,,,LogRC,FALSE,3,49,FALSE,REL-L,0.761904762,0.775510204,,,13,108,FALSE,bridges
run_classifier,0.016134024,,,DTC,FALSE,3,49,FALSE,REL-L,0.571428571,0.87755102,,,13,108,FALSE,bridges
run_classifier,0.995936871,,,RFC,FALSE,3,49,FALSE,REL-L,0.380952381,0.897959184,,,13,108,FALSE,bridges
run_regressor,1.050996065,,,RFR,FALSE,3,49,FALSE,REL-L,,,1.208677249,0.257868481,13,108,FALSE,bridges
run_regressor,0.012259007,,,LinR,FALSE,3,49,FALSE,REL-L,,,2.03885661,0.856329676,13,108,FALSE,bridges
run_classifier,0.020400047,,,LogRC,FALSE,6,49,FALSE,TYPE,0.333333333,0.775510204,,,13,108,FALSE,bridges
run_classifier,0.015841007,,,DTC,FALSE,6,49,FALSE,TYPE,0.142857143,0.693877551,,,13,108,FALSE,bridges
run_classifier,1.002399921,,,RFC,FALSE,6,49,FALSE,TYPE,0.095238095,0.816326531,,,13,108,FALSE,bridges
run_regressor,1.044430017,,,RFR,FALSE,6,49,FALSE,TYPE,,,2.538201058,1.472290249,13,108,FALSE,bridges
run_regressor,0.011200905,,,LinR,FALSE,6,49,FALSE,TYPE,,,5.018971649,1.65237295,13,108,FALSE,bridges
run_classifier,6.025716782,,,LogRC,FALSE,4,19640,FALSE,White King File,0.329491445,0.476731161,,,7,28056,TRUE,chess-krk
run_classifier,1.180161953,,,DTC,FALSE,4,19640,FALSE,White King File,0.269011407,0.502647658,,,7,28056,TRUE,chess-krk
run_classifier,25.67152596,,,RFC,FALSE,4,19640,FALSE,White King File,0.269011407,0.502647658,,,7,28056,TRUE,chess-krk
run_regressor,25.30416989,,,RFR,FALSE,4,19640,FALSE,White King File,,,0.920025508,0.449522581,7,28056,TRUE,chess-krk
run_regressor,0.863609076,,,LinR,FALSE,4,19640,FALSE,White King File,,,0.99915224,0.526988198,7,28056,TRUE,chess-krk
run_classifier,8.182883024,0.321248306,0.103200474,LogRC,FALSE,4,19640,TRUE,White King Rank,0.504039924,0.419450102,,,7,28056,TRUE,chess-krk
run_classifier,1.372344017,0.321248306,0.103200474,DTC,FALSE,4,19640,TRUE,White King Rank,0.396981939,0.455855397,,,7,28056,TRUE,chess-krk
run_classifier,24.96121001,0.321248306,0.103200474,RFC,FALSE,4,19640,TRUE,White King Rank,0.396981939,0.455855397,,,7,28056,TRUE,chess-krk
run_regressor,25.69346595,0.321248306,0.103200474,RFR,FALSE,4,19640,TRUE,White King Rank,,,0.745490753,0.570507257,7,28056,TRUE,chess-krk
run_regressor,0.882368088,0.321248306,0.103200474,LinR,FALSE,4,19640,TRUE,White King Rank,,,0.700149934,0.662805475,7,28056,TRUE,chess-krk
run_classifier,13.94073296,,,LogRC,FALSE,8,19640,FALSE,White Rook File,0.100760456,0.138900204,,,7,28056,TRUE,chess-krk
run_classifier,1.417572021,,,DTC,FALSE,8,19640,FALSE,White Rook File,0.087927757,0.144348269,,,7,28056,TRUE,chess-krk
run_classifier,25.31393886,,,RFC,FALSE,8,19640,FALSE,White Rook File,0.085194867,0.144653768,,,7,28056,TRUE,chess-krk
run_regressor,25.80792403,,,RFR,FALSE,8,19640,FALSE,White Rook File,,,5.699228236,5.106565588,7,28056,TRUE,chess-krk
run_regressor,0.889842987,,,LinR,FALSE,8,19640,FALSE,White Rook File,,,5.699550914,5.101841336,7,28056,TRUE,chess-krk
run_classifier,14.94385004,0.318066797,0.101166487,LogRC,FALSE,8,19640,TRUE,White Rook Rank,0.072124525,0.145875764,,,7,28056,TRUE,chess-krk
run_classifier,1.490745068,0.318066797,0.101166487,DTC,FALSE,8,19640,TRUE,White Rook Rank,0.072837452,0.149083503,,,7,28056,TRUE,chess-krk
run_classifier,25.36985588,0.318066797,0.101166487,RFC,FALSE,8,19640,TRUE,White Rook Rank,0.072837452,0.149032587,,,7,28056,TRUE,chess-krk
run_regressor,26.03478503,0.318066797,0.101166487,RFR,FALSE,8,19640,TRUE,White Rook Rank,,,5.826528554,4.951554413,7,28056,TRUE,chess-krk
run_regressor,0.87210989,0.318066797,0.101166487,LinR,FALSE,8,19640,TRUE,White Rook Rank,,,5.808761087,4.955296007,7,28056,TRUE,chess-krk
run_classifier,14.57776308,,,LogRC,FALSE,8,19640,FALSE,Black King File,0.056677757,0.222556008,,,7,28056,TRUE,chess-krk
run_classifier,1.639111042,,,DTC,FALSE,8,19640,FALSE,Black King File,0.056677757,0.222556008,,,7,28056,TRUE,chess-krk
run_classifier,25.02998519,,,RFC,FALSE,8,19640,FALSE,Black King File,0.056677757,0.222556008,,,7,28056,TRUE,chess-krk
run_regressor,26.1615169,,,RFR,FALSE,8,19640,FALSE,Black King File,,,2.855340651,5.78525116,7,28056,TRUE,chess-krk
run_regressor,0.918631077,,,LinR,FALSE,8,19640,FALSE,Black King File,,,2.903452362,5.999765613,7,28056,TRUE,chess-krk
run_classifier,14.69979787,0.345861806,0.119620389,LogRC,FALSE,8,19640,TRUE,Black King Rank,0.01009981,0.182230143,,,7,28056,TRUE,chess-krk
run_classifier,1.506711006,0.345861806,0.119620389,DTC,FALSE,8,19640,TRUE,Black King Rank,0.01009981,0.182230143,,,7,28056,TRUE,chess-krk
run_classifier,24.96637607,0.345861806,0.119620389,RFC,FALSE,8,19640,TRUE,Black King Rank,0.01009981,0.182230143,,,7,28056,TRUE,chess-krk
run_regressor,25.50840306,0.345861806,0.119620389,RFR,FALSE,8,19640,TRUE,Black King Rank,,,3.248338511,5.351342824,7,28056,TRUE,chess-krk
run_regressor,0.943799973,0.345861806,0.119620389,LinR,FALSE,8,19640,TRUE,Black King Rank,,,2.931621472,5.672916411,7,28056,TRUE,chess-krk
run_classifier,27.75798893,,,LogRC,FALSE,15,19640,FALSE,Endgame,0,0.264918534,,,7,28056,TRUE,chess-krk
run_classifier,1.800624132,,,DTC,FALSE,15,19640,FALSE,Endgame,0.041230989,0.36206721,,,7,28056,TRUE,chess-krk
run_classifier,25.86756587,,,RFC,FALSE,15,19640,FALSE,Endgame,0.044439163,0.361201629,,,7,28056,TRUE,chess-krk
run_regressor,25.58203101,,,RFR,FALSE,15,19640,FALSE,Endgame,,,13.27536048,33.27798731,7,28056,TRUE,chess-krk
run_regressor,0.940587044,,,LinR,FALSE,15,19640,FALSE,Endgame,,,12.66879344,33.94942491,7,28056,TRUE,chess-krk
run_classifier,0.924800873,,,LogRC,FALSE,4,19640,FALSE,White King File,0.276259506,0.500610998,,,7,28056,FALSE,chess-krk
run_classifier,0.366017103,,,DTC,FALSE,4,19640,FALSE,White King File,0.253564639,0.774338086,,,7,28056,FALSE,chess-krk
run_classifier,2.175137997,,,RFC,FALSE,4,19640,FALSE,White King File,0.255584601,0.77092668,,,7,28056,FALSE,chess-krk
run_regressor,1.911571026,,,RFR,FALSE,4,19640,FALSE,White King File,,,1.290261004,0.217277444,7,28056,FALSE,chess-krk
run_regressor,0.087990999,,,LinR,FALSE,4,19640,FALSE,White King File,,,0.999050663,0.509549032,7,28056,FALSE,chess-krk
run_classifier,1.215754032,0.321248306,0.103200474,LogRC,FALSE,4,19640,TRUE,White King Rank,0.512357414,0.429276986,,,7,28056,FALSE,chess-krk
run_classifier,0.401540041,0.321248306,0.103200474,DTC,FALSE,4,19640,TRUE,White King Rank,0.433222433,0.755498982,,,7,28056,FALSE,chess-krk
run_classifier,2.173536062,0.321248306,0.103200474,RFC,FALSE,4,19640,TRUE,White King Rank,0.420270913,0.75101833,,,7,28056,FALSE,chess-krk
run_regressor,1.904456139,0.321248306,0.103200474,RFR,FALSE,4,19640,TRUE,White King Rank,,,1.103040141,0.250069498,7,28056,FALSE,chess-krk
run_regressor,0.104917049,0.321248306,0.103200474,LinR,FALSE,4,19640,TRUE,White King Rank,,,0.710916415,0.661472931,7,28056,FALSE,chess-krk
run_classifier,2.231008053,,,LogRC,FALSE,8,19640,FALSE,White Rook File,0.068203422,0.157688391,,,7,28056,FALSE,chess-krk
run_classifier,0.696481943,,,DTC,FALSE,8,19640,FALSE,White Rook File,0.093155894,0.425101833,,,7,28056,FALSE,chess-krk
run_classifier,2.292801857,,,RFC,FALSE,8,19640,FALSE,White Rook File,0.069153992,0.422556008,,,7,28056,FALSE,chess-krk
run_regressor,2.412934065,,,RFR,FALSE,8,19640,FALSE,White Rook File,,,7.665782372,2.974315797,7,28056,FALSE,chess-krk
run_regressor,0.103329897,,,LinR,FALSE,8,19640,FALSE,White Rook File,,,5.765109543,5.084774624,7,28056,FALSE,chess-krk
run_classifier,2.413031101,0.318066797,0.101166487,LogRC,FALSE,8,19640,TRUE,White Rook Rank,0.083531369,0.162627291,,,7,28056,FALSE,chess-krk
run_classifier,0.492892981,0.318066797,0.101166487,DTC,FALSE,8,19640,TRUE,White Rook Rank,0.116920152,0.410997963,,,7,28056,FALSE,chess-krk
