function,runtime_seconds,target_stdev,target_variance,target_num_unique,num_rows,target_is_numerical,algo,test_accuracy,training_accuracy,test_mse,training_mse
run_regressor,0.748675107956,0.185351928088,0.034355337246,95,1120,True,RFR,,,72.13526328,13.371403434
run_regressor,0.351131916046,0.185351928088,0.034355337246,95,1120,True,SVR,,,232.989042537,291.239508461
run_regressor,0.0589258670807,0.185351928088,0.034355337246,95,1120,True,LinR,,,44.825643329,47.108043564
run_classifier,3.37804818153,0.185351928088,0.034355337246,95,1120,True,LogRC,0.0521920668058,0.18125,,
run_classifier,0.371016025543,0.185351928088,0.034355337246,95,1120,True,DTC,0.0292275574113,0.85625,,
run_classifier,1.97911787033,0.185351928088,0.034355337246,95,1120,True,SVC,0.0208768267223,0.0375,,
run_classifier,0.85609292984,0.185351928088,0.034355337246,95,1120,True,RFC,0.0647181628392,0.850892857143,,
run_regressor,0.757110118866,0.196412648931,0.0385779286602,134,1120,True,RFR,,,531.093259105,118.360099206
run_regressor,0.341253042221,0.196412648931,0.0385779286602,134,1120,True,SVR,,,824.619092738,748.252237615
run_regressor,0.055135011673,0.196412648931,0.0385779286602,134,1120,True,LinR,,,429.000511636,445.216476003
run_classifier,5.29956102371,0.196412648931,0.0385779286602,134,1120,True,LogRC,0.0208768267223,0.132142857143,,
run_classifier,0.623460054398,0.196412648931,0.0385779286602,134,1120,True,DTC,0.0187891440501,0.848214285714,,
run_classifier,3.87435603142,0.196412648931,0.0385779286602,134,1120,True,SVC,0.0208768267223,0.0348214285714,,
run_classifier,1.11958503723,0.196412648931,0.0385779286602,134,1120,True,RFC,0.0250521920668,0.852678571429,,
run_regressor,0.775354862213,0.25105596825,0.0630290991938,79,1120,True,RFR,,,125.136747854,27.7003253968
run_regressor,0.324137926102,0.25105596825,0.0630290991938,79,1120,True,SVR,,,351.584784725,358.782537837
run_regressor,0.0489110946655,0.25105596825,0.0630290991938,79,1120,True,LinR,,,131.148147464,130.403304719
run_classifier,3.51220297813,0.25105596825,0.0630290991938,79,1120,True,LogRC,0.131524008351,0.199107142857,,
run_classifier,0.412869930267,0.25105596825,0.0630290991938,79,1120,True,DTC,0.0542797494781,0.864285714286,,
run_classifier,1.84048891068,0.25105596825,0.0630290991938,79,1120,True,SVC,0.0062630480167,0.11875,,
run_classifier,0.835461139679,0.25105596825,0.0630290991938,79,1120,True,RFC,0.0855949895616,0.866964285714,,
run_regressor,0.804240942001,0.166376507841,0.0276811423615,81,1120,True,RFR,,,142.031575041,33.5227579365
run_regressor,0.340665102005,0.166376507841,0.0276811423615,81,1120,True,SVR,,,220.475080895,216.892481959
run_regressor,0.0484778881073,0.166376507841,0.0276811423615,81,1120,True,LinR,,,154.530073632,139.797374502
run_classifier,2.57556319237,0.166376507841,0.0276811423615,81,1120,True,LogRC,0.0897703549061,0.189285714286,,
run_classifier,0.315087080002,0.166376507841,0.0276811423615,81,1120,True,DTC,0.0793319415449,0.858928571429,,
run_classifier,2.08917498589,0.166376507841,0.0276811423615,81,1120,True,SVC,0.108559498956,0.0946428571429,,
run_classifier,0.765223026276,0.166376507841,0.0276811423615,81,1120,True,RFC,0.100208768267,0.859821428571,,
run_regressor,0.822031974792,0.151999850953,0.0231039546897,139,1120,True,RFR,,,401.209371376,100.441892857
run_regressor,0.314167022705,0.151999850953,0.0231039546897,139,1120,True,SVR,,,544.303517657,517.34366459
run_regressor,0.0482470989227,0.151999850953,0.0231039546897,139,1120,True,LinR,,,420.081627617,392.15814041
run_classifier,4.73627209663,0.151999850953,0.0231039546897,139,1120,True,LogRC,0.0250521920668,0.129464285714,,
run_classifier,0.520190000534,0.151999850953,0.0231039546897,139,1120,True,DTC,0.0187891440501,0.849107142857,,
run_classifier,3.07754707336,0.151999850953,0.0231039546897,139,1120,True,SVC,0.0167014613779,0.0401785714286,,
run_classifier,1.03789305687,0.151999850953,0.0231039546897,139,1120,True,RFC,0.0187891440501,0.852678571429,,
run_regressor,0.758458852768,0.176539891959,0.031166333453,55,1120,True,RFR,,,58.6770401299,9.28257142857
run_regressor,0.33909702301,0.176539891959,0.031166333453,55,1120,True,SVR,,,146.057084548,95.1398344524
run_regressor,0.0518009662628,0.176539891959,0.031166333453,55,1120,True,LinR,,,72.8592338446,49.0364978639
run_classifier,2.44526195526,0.176539891959,0.031166333453,55,1120,True,LogRC,0.0709812108559,0.184821428571,,
run_classifier,0.284620046616,0.176539891959,0.031166333453,55,1120,True,DTC,0.0855949895616,0.854464285714,,
run_classifier,1.58607292175,0.176539891959,0.031166333453,55,1120,True,SVC,0.0709812108559,0.0955357142857,,
run_classifier,0.734128952026,0.176539891959,0.031166333453,55,1120,True,RFC,0.062630480167,0.8625,,
run_regressor,0.864148855209,0.225694104128,0.0509378286384,141,1120,True,RFR,,,408.126834197,86.162430776
run_regressor,0.353656053543,0.225694104128,0.0509378286384,141,1120,True,SVR,,,907.510966865,1078.52530955
run_regressor,0.0514597892761,0.225694104128,0.0509378286384,141,1120,True,LinR,,,509.154070574,412.198109884
run_classifier,5.52471899986,0.225694104128,0.0509378286384,141,1120,True,LogRC,0.0208768267223,0.175,,
run_classifier,0.550616979599,0.225694104128,0.0509378286384,141,1120,True,DTC,0.0292275574113,0.852678571429,,
run_classifier,2.97172880173,0.225694104128,0.0509378286384,141,1120,True,SVC,0.0167014613779,0.0303571428571,,
run_classifier,1.07476711273,0.225694104128,0.0509378286384,141,1120,True,RFC,0.0187891440501,0.86875,,
run_regressor,0.755042076111,0.23985636972,0.0575310780952,297,1120,True,RFR,,,3145.54709348,544.526126984
